country,summary,country_code(ISO3166),area(sq_km),commencement,continent,languages,no_of_language,vitality,families
Nepal,"Nepal is a country in Asia that is home to 30,226,000 people. It is also home to 109 living indigenous languages. One of these, Nepali, is the official language of the country. In addition, 13 living non-indigenous languages are established within the country. In formal education, 3 indigenous languages are used as languages of instruction.",NP,143350,1955,Asia,"dict_keys(['Athpariya', 'Avadhi', 'Bahing', 'Bajjika', 'Bantawa', 'Baram', 'Belhariya', 'Bhojpuri', 'Bhujel', 'Bote', 'Byangsi', 'Central_Tharu', 'Chamling', 'Chantyal', 'Chepang', 'Chhathare_Yakkha', 'Chhiling', 'Chhintang', 'Chukwa', 'Dangaura_Tharu', 'Danuwar', 'Darai', 'Dewas_Rai', 'Dhimal', 'Dolpo', 'Dotyali', 'Dumi', 'Dungmali', 'Dura', 'Eastern_Gorkha_Tamang', 'Eastern_Magar', 'Eastern_Mewahang', 'Eastern_Parbate_Kham', 'Eastern_Tamang', 'Gamal_Kham', 'Ghandruk_Sign_Language', 'Gurung', 'Gyalsumdo', 'Humla', 'Hyolmo', 'Jerung', 'Jhankot_Sign_Language', 'Jirel', 'Jumla_Sign_Language', 'Jumli', 'Kaike', 'Kathariya_Tharu', 'Kewat', 'Khaling', 'Koyee', 'Kuke', 'Kulung', 'Kumal', 'Kurux', 'Kusunda', 'Kyirong', 'Lapcha', 'Lhomi', 'Lhowa', 'Limbu', 'Lohorung', 'Maithili', 'Majhi', 'Mid-Eastern_Tharu', 'Mugali', 'Mugom-Karmarong', 'Musasa', 'Naaba', 'Nachiring', 'Nar_Phu', 'Nepalese_Sign_Language', 'Nepali', 'Newar', 'Northern_Ghale', 'Nubri', 'Nyeshangte', 'Pahari', 'Phangduwali', 'Puma', 'Rajbanshi', 'Raji', 'Rana_Tharu', 'Raute', 'Saam', 'Sampang', 'Santhali', 'Seke', 'Sherpa', 'Sheshi_Kham', 'Sonha', 'Southern_Ghale', 'Southern_Yamphu', 'Sunwar', 'Syuba', 'Thakali', 'Thangmi', 'Thulung', 'Tichurong', 'Tilung', 'Tsum', 'Walungge', 'Wambule', 'Wayu', 'Western_Magar', 'Western_Mewahang', 'Western_Parbate_Kham', 'Western_Tamang', 'Yakkha', 'Yamphu'])",109,"['Institutional', '5', 'Stable', '37', 'Endangered', '67', 'Extinct', '0']","dict_keys(['Sino-Tibetan', 'Indo-European', 'Sign language', 'Austro-Asiatic', 'Dravidian', 'Language isolate'])"
Netherlands,"Netherlands is a country in Europe that is home to 17,401,000 people. It is also home to 13 living indigenous languages. One of these, Dutch, is the official language of the country. Another, Frisian, is an official language in part of the country. In addition, 5 living non-indigenous languages are established within the country. In formal education, 3 indigenous languages are used as languages of instruction.",NL,33720,1945,Australia,"dict_keys(['Achterhoeks', 'Drents', 'Dutch', 'Frisian', 'Gronings', 'Limburgish', 'Sallands', 'Sign_Language_of_the_Netherlands', 'Stellingwerfs', 'Twents', 'Veluws', 'West_Flemish', 'Zeeuws'])",13,"['Institutional', '2', 'Stable', '9', 'Endangered', '2', 'Extinct', '0']","dict_keys(['Indo-European', 'Sign language'])"
New_Zealand,"New Zealand is a country in the Pacific that is home to 5,084,000 people. It is also home to 2 living indigenous languages. In addition, 2 living non-indigenous languages are established within the country. One of these, English, is the official language of the country. In formal education, 1 indigenous language is used as a language of instruction.",NZ,263310,1945,Australia,"dict_keys(['Maori', 'New_Zealand_Sign_Language'])",2,"['Institutional', '0', 'Stable', '0', 'Endangered', '2', 'Extinct', '0']","dict_keys(['Austronesian', 'Sign language'])"
Nicaragua,"Nicaragua is a country in the Americas that is home to 6,560,000 people. It is also home to 9 living indigenous languages. In addition, 2 living non-indigenous languages are established within the country. One of these, Spanish, is the official language of the country.",NI,120340,1945,North America,"dict_keys(['Mangue', 'Matagalpa', 'Mayangna', 'Mískito', 'Nicaragua_English_Creole', 'Nicaraguan_Sign_Language', 'Rama', 'Subtiaba', 'Ulwa'])",9,"['Institutional', '1', 'Stable', '2', 'Endangered', '6', 'Extinct', '0']","dict_keys(['Misumalpan', 'Chibchan', 'Creole', 'Otomanguean', 'Sign language', 'Unclassified'])"
Niger,"Niger is a country in Africa that is home to 25,131,000 people. It is also home to 20 living indigenous languages. In addition, 5 living non-indigenous languages are established within the country. One of these, French, is the official language of the country. In formal education, 4 indigenous languages are used as languages of instruction.",NE,1266700,1960,Africa,"dict_keys(['Bilma_Kanuri', 'Central-Eastern_Niger_Fulfulde', 'Dazaga', 'Dendi', 'Gourmanchéma', 'Hausa', 'Libyan_Spoken_Arabic', 'Manga_Kanuri', 'Shuwa_Arabic', 'Tagdal', 'Tahaggart_Tamahaq', 'Tasawaq', 'Tawallammat_Tamajaq', 'Tayart_Tamajeq', 'Tedaga', 'Tetserret', 'Tumari_Kanuri', 'Western_Niger_Fulfulde', 'Yerwa_Kanuri', 'Zarma'])",20,"['Institutional', '2', 'Stable', '16', 'Endangered', '2', 'Extinct', '0']","dict_keys(['Nilo-Saharan', 'Afro-Asiatic', 'Niger-Congo', 'Mixed language'])"
Nigeria,"Nigeria is a country in Africa that is home to 211,401,000 people. It is also home to 520 living indigenous languages. Some of these—Hausa, Igbo, and Yoruba—are official languages in parts of the country. Nigeria was also home to 12 indigenous languages that are now extinct. In addition, 10 living non-indigenous languages are established within the country. One of these, English, is the official language of the country. In formal education, 6 indigenous languages are used as languages of instruction.",NG,910770,1960,Africa,"dict_keys(['Abanglekuo', 'Abanyom', 'Abishi', 'Abon', 'Abua', 'Abureni', 'Adamawa_Fulfulde', 'Adara', 'Aduge', 'Afade', 'Agatu', 'Agoi', 'Agwagwune', 'Ahwai', 'Ajawa', 'Ajiri', 'Ajiya', 'Akpa', 'Akpes', 'Akuku', 'Akum', 'Akye', 'Alago', 'Ambo', 'Amo', 'Anaang', 'Aninka', 'Arigidi', 'Arum', 'Ashe', 'Asu', 'Atoro', 'Atsam', 'Auyokawa', 'Awak', 'Ayere', 'Ayu', 'Baan', 'Baangi', 'Baatonum', 'Bacama', 'Bade', 'Bakpinka', 'Bali', 'Bangwinji', 'Bankal', 'Barikanchi', 'Basa', 'Basa-Gumna', 'Basa-Gurmana', 'Bassa-Kontagora', 'Bata', 'Batu', 'Bauchi', 'Beele', 'Bekwarra', 'Belning', 'Bena', 'Berom', 'Bete', 'Bete-Bendi', 'Bijim', 'Bille', 'Bina', 'Biseni', 'Bisã', 'Bitare', 'Bo-Rukul', 'Boga', 'Boghom', 'Boko', 'Bokobaru', 'Bokyi', 'Bole', 'Bu', 'Bukpe', 'Bukwen', 'Buli', 'Bumaji', 'Bura-Pabir', 'Burak', 'Bure', 'Buru', 'Cahungwarya', 'Cakfem-Mushere', 'Cara', 'Centúúm', 'Cha ari', 'Cicipu', 'Cineni', 'Cishingini', 'Ciwogai', 'Cross_River_Mbembe', 'C Lela', 'Daba', 'Dadiya', 'Damakawa', 'Dass', 'Daza', 'Defaka', 'Degema', 'Dendi', 'Deno', 'Dera', 'Dghwede', 'Dibo', 'Dikaka', 'Dir-Nyamzak-Mbarimi', 'Diri', 'Dirim', 'Doka', 'Doko-Uyanga', 'Dokshi', 'Dong', 'Duguri', 'Duhwa', 'Dulbu', 'Dungu', 'Durop', 'Duwai', 'Duya', 'Dyarim', 'Dza', 'Eastern_Acipa', 'Ebira', 'Ebughu', 'Edo', 'Efai', 'Efik', 'Efutop', 'Eggon', 'Ehueun', 'Ejagham', 'Ekajuk', 'Eki', 'Ekit', 'Ekpeye', 'Elege', 'Eleme', 'Emai-Iuleha-Ora', 'Engenni', 'Enwan', 'Epie', 'Eruwa', 'Esan', 'Etebi', 'Etkywan', 'Etsako', 'Etulo', 'Evant', 'Ezaa', 'Fali_Muchella', 'Fali_of_Baissa', 'Fam', 'Firan', 'Fum', 'Fungwa', 'Fyer', 'Gaa', 'Gade', 'Galambi', 'Gamo-Ningi', 'Ganang', 'Ga anda', 'Gbagyi', 'Gbari', 'Gengle', 'Gera', 'Geruma', 'Ghotuo', 'Gibanawa', 'Giiwo', 'Glavda', 'Goemai', 'Gokana', 'Gude', 'Gudu', 'Guduf-Gava', 'Gun', 'Gupa-Abawa', 'Gurmana', 'Guruntum-Mbaaru', 'Gvoko', 'Gwa', 'Gwak', 'Gwamhi-Wuri', 'Gwandara', 'Gyaazi', 'Gyem', 'Gyong', 'Hasha', 'Hausa', 'Hausa_Sign_Language', 'Hide', 'Hohumono', 'Holma', 'Horom', 'Hwana', 'Hya', 'Hyam', 'Hõne', 'Ibaas', 'Ibani', 'Ibibio', 'Ibino', 'Ibuoro', 'Iceve-Maci', 'Idere', 'Idesa', 'Idoma', 'Igala', 'Igbo', 'Igede', 'Iguta', 'Igwe', 'Ihievbe', 'Ika', 'Ikhin-Aokho', 'Iko', 'Ikpeshi', 'Iku-Gora-Ankwa', 'Ikulu', 'Ikwere', 'Ikwo', 'Ilue', 'Isekiri', 'Isoko', 'Itang', 'Iten', 'Ito', 'Itu_Mbon_Uzo', 'Ivbie_North-Okpela-Arhe', 'Iyayu', 'Iyive', 'Izere', 'Izii', 'Izon', 'Izora', 'Jakattoe', 'Janji', 'Jara', 'Jere', 'Jiba', 'Jibu', 'Jilbe', 'Jimi', 'Jiru', 'Jju', 'Ju', 'Jukun_Takum', 'Kaan', 'Kadung', 'Kaivi', 'Kakanda', 'Kalabari', 'Kam', 'Kamantan', 'Kami', 'Kamo', 'Kamuku', 'Kamwe', 'Kanufi', 'Kapya', 'Karekare', 'Karimjo', 'Kariya', 'Khana', 'Kholok', 'Kibaku', 'Kinuku', 'Kiong', 'Kir-Balar', 'Kirike', 'Kirya-Konzel', 'Kizamani', 'Koenoem', 'Kofa', 'Kofyar', 'Koma', 'Kono', 'Koro_Nulu', 'Koro_Wachi', 'Koro_Zuba', 'Kpan', 'Kpasham', 'Kpati', 'Kubi', 'Kuce', 'Kudu-Camo', 'Kugama', 'Kugbo', 'Kukele', 'Kulere', 'Kulung', 'Kumba', 'Kupa', 'Kurama', 'Kushi', 'Kusur-Myet', 'Kutep', 'Kutto', 'Kuturmi', 'Kwa', 'Kwaami', 'Kyak', 'Kyanga', 'Kyoli', 'Labir', 'Laka', 'Lala-Roba', 'Lamang', 'Lame', 'Lamja-Dengsa-Tola', 'Laru', 'Leelau', 'Legbo', 'Lemoro', 'Lenyima', 'Lere', 'Leyigha', 'Lidzonka', 'Lokaa', 'Longuda', 'Loo', 'Lopa', 'Lubila', 'Lufu', 'Luri', 'Maaka', 'Mada', 'Mafa', 'Mak', 'Mala', 'Mama', 'Manga_Kanuri', 'Mangas', 'Marghi_Central', 'Marghi_South', 'Mashi', 'Mbat', 'Mbe', 'Mboi', 'Mbongno', 'Mbula-Bwazza', 'Mburku', 'Mgbolizhia', 'Migili', 'Mindat', 'Mingang_Doso', 'Miship', 'Miya', 'Moo', 'Mumuye', 'Mvanip', 'Mwaghavul', 'Mághdì', 'Nde-Gbite', 'Nde-Nsele-Nta', 'Ndoe', 'Ndoola', 'Ndunda', 'Ngamo', 'Ngas', 'Nggwahyi', 'Ngizim', 'Ngwaba', 'Nigeria_Mambila', 'Nigerian_Fulfulde', 'Nigerian_Pidgin', 'Nigerian_Sign_Language', 'Nikyob-Nindem', 'Ninzo', 'Njerep', 'Nkari', 'Nkem-Nkum', 'Nkoroo', 'Nkukoli', 'Nnam', 'Nteng', 'Numana', 'Nungu', 'Nupe-Nupe-Tako', 'Nya_Huba', 'Nyam', 'eNyankpa', 'Nzanyi', 'Obolo', 'Obulom', 'Odual', 'Odut', 'Ogbah', 'Ogbia', 'Ogbogolo', 'Ogbronuagum', 'Oko-Eni-Osayen', 'Okobo', 'Okodia', 'Okpamheri', 'Okpe', 'Oloma', 'Olulumo-Ikom', 'Oring', 'Oro', 'Oruma', 'Ososo', 'O chi chi ', 'Panawa', 'Pangseng', 'Pangu', 'Pa a', 'Pero', 'Pesse', 'Piapung', 'Piya-Kwonci', 'Psikye', 'Putai', 'Pyam', 'Pye', 'Rang', 'Reshe', 'Rigwe', 'Rishiwa', 'Rogo', 'Rom', 'Ron', 'Ruma', 'Samba_Daka', 'Samba_Leko', 'Sambe', 'Sanga', 'Sasaru', 'Saya', 'Shall-Zwall', 'Shama-Sambuga', 'Shamang', 'Shanga', 'Shau', 'Sheni', 'Shiki', 'Shoo-Minda-Nye', 'Shuwa_Arabic', 'Siri', 'Somyev', 'Southeast_Ijo', 'Sukur', 'Sya', 'Tal', 'Tala', 'Tangale', 'Tanjijili', 'Tarjumo', 'Tarok', 'Tehl', 'Teme', 'Tera', 'Teshenawa', 'Tha', 'Tigon_Mbembe', 'Tita', 'Tiv', 'Tiyaa', 'Tsikimba', 'Tsishingini', 'Tso', 'Tsucuba', 'Tsuvadi', 'Tugbiri-Niragu', 'Tula', 'Tulai', 'Tumi', 'Tunzuii', 'Tyap', 'Tèẹ̀_̣', 'Ubaghara', 'Ubang', 'Uda', 'Uhami', 'Ukaan', 'Ukpet-Ehom', 'Ukue', 'Ukwa', 'Ukwuani-Aboh-Ndoni', 'Ulukwumi', 'Umon', 'Uneme', 'Urhobo', 'Usaghade', 'Utugwang-Irungene-Afrike', 'Uvbie', 'Uzekwe', 'Vemgo-Mabas', 'Verre', 'Viti', 'Vono', 'Vori', 'Voro', 'Vute', 'Waja', 'Waka', 'Wandala', 'Wannu', 'Wapan', 'Warji', 'Wom', 'Wãpha', 'Yace', 'Yala', 'Yamba', 'Yangkam', 'Yedina', 'Yendang', 'Yerwa_Kanuri', 'Yoruba', 'Yotti', 'Yukuben', 'Ywom', 'Zangwal', 'Zari', 'Zarma', 'Zeem', 'Zhire', 'Zizilivakan', 'Zul', 'Zumbun', 'us-Saare', 'ut-Hun', 'ut-Ma in', 'Àhàn', 'Áncá'])",529,"['Institutional', '13', 'Stable', '371', 'Endangered', '136', 'Extinct', '12']","dict_keys(['Niger-Congo', 'Afro-Asiatic', 'Nilo-Saharan', 'Pidgin', 'Sign language', 'Creole', 'Language isolate', 'Unclassified'])"
North_Korea,"North Korea is a country in Asia that is home to 25,660,000 people. It is also home to 2 living indigenous languages. One of these, Korean, is the official language of the country. In formal education, 2 indigenous languages are used as languages of instruction.",KP,120410,1991,Asia,"dict_keys(['Korean', 'Korean_Sign_Language'])",2,"['Institutional', '1', 'Stable', '1', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Koreanic', 'Sign language'])"
North_Macedonia,"North Macedonia is a country in Europe that is home to 2,073,000 people. It is also home to 6 living indigenous languages. Two of these, Gheg Albanian and Macedonian, are the official languages of the country. In addition, 6 living non-indigenous languages are established within the country. In formal education, 6 indigenous languages are used as languages of instruction.",MK,25220,1993,Europe,"dict_keys(['Aromanian', 'Gheg_Albanian', 'Macedonian', 'Macedonian_Sign_Language', 'Megleno_Romanian', 'Serbian'])",6,"['Institutional', '4', 'Stable', '1', 'Endangered', '1', 'Extinct', '0']","dict_keys(['Indo-European', 'Sign language'])"
Norway,"Norway is a country in Europe that is home to 5,420,000 people. It is also home to 7 living indigenous languages. One of these, Norwegian, is the official language of the country. Another, North Saami, is an official language in part of the country. Norway was also home to 1 indigeneous language that is now extinct. In addition, 5 living non-indigenous languages are established within the country. In formal education, 3 indigenous languages are used as languages of instruction.",NO,365268,1945,Europe,"dict_keys(['Kven_Finnish', 'North_Saami', 'Norwegian', 'Norwegian_Sign_Language', 'Skolt_Saami', 'South_Saami', 'Traveller_Norwegian', 'Ume_Saami'])",8,"['Institutional', '2', 'Stable', '1', 'Endangered', '4', 'Extinct', '1']","dict_keys(['Uralic', 'Indo-European', 'Mixed language', 'Sign language'])"
Oman,"Oman is a country in Asia that is home to 5,106,000 people. It is also home to 10 living indigenous languages. In addition, 7 living non-indigenous languages are established within the country. One of these, Standard Arabic, is the official language of the country.",OM,309500,1971,Asia,"dict_keys(['Bathari', 'Dhofari_Spoken_Arabic', 'Harsusi', 'Hobyót', 'Kumzari', 'Luwati', 'Mehri', 'Omani_Spoken_Arabic', 'Shehri', 'Shihhi_Spoken_Arabic'])",10,"['Institutional', '0', 'Stable', '4', 'Endangered', '6', 'Extinct', '0']","dict_keys(['Afro-Asiatic', 'Indo-European'])"
Pakistan,"Pakistan is a country in Asia that is home to 225,200,000 people. It is also home to 69 living indigenous languages. One of these, Urdu, is an official language of the country. In addition, 9 living non-indigenous languages are established within the country. One of these, English, is also an official language of the country. In formal education, 2 indigenous languages are used as languages of instruction.",PK,770880,1947,Asia,"dict_keys(['Aer', 'Badeshi', 'Balti', 'Bateri', 'Bhaya', 'Brahui', 'Brokskat', 'Burushaski', 'Central_Pashto', 'Chilisso', 'Dameli', 'Dehwari', 'Dhatki', 'Domaaki', 'Eastern_Balochi', 'Eastern_Punjabi', 'Gawar-Bati', 'Gawri', 'Ghera', 'Goaria', 'Gowro', 'Gujari', 'Gurgula', 'Indus_Kohistani', 'Jadgali', 'Jandavra', 'Jogi', 'Kabutra', 'Kachi_Koli', 'Kalasha', 'Kalkoti', 'Kamviri', 'Kashmiri', 'Kati', 'Khetrani', 'Khowar', 'Kohistani_Shina', 'Kundal_Shahi', 'Lasi', 'Loarki', 'Mankiyali', 'Marwari', 'Memoni', 'Northern_Hindko', 'Northern_Pashto', 'Oadki', 'Ormuri', 'Pahari-Potwari', 'Pakistan_Sign_Language', 'Palula', 'Parkari_Koli', 'Saraiki', 'Sarikoli', 'Shina', 'Sindhi', 'Sindhi_Bhil', 'Southern_Balochi', 'Southern_Hindko', 'Southern_Pashto', 'Torwali', 'Urdu', 'Ushojo', 'Vaghri', 'Wadiyari_Koli', 'Wakhi', 'Waneci', 'Western_Balochi', 'Western_Punjabi', 'Yadgha'])",69,"['Institutional', '3', 'Stable', '48', 'Endangered', '18', 'Extinct', '0']","dict_keys(['Indo-European', 'Dravidian', 'Language isolate', 'Sign language', 'Sino-Tibetan'])"
Palau,"Palau is a country in the Pacific that is home to 18,200 people. It is also home to 3 living indigenous languages. One of these, Palauan, is an official language of the country. In addition, 1 non-indigenous language, English, is established within the country. It is also an official language. In formal education, 1 indigenous language is used as a language of instruction.",PW,460,1994,Australia,"dict_keys(['Palauan', 'Sonsorolese', 'Tobian'])",3,"['Institutional', '1', 'Stable', '0', 'Endangered', '2', 'Extinct', '0']",dict_keys(['Austronesian'])
Palestine,"Palestine is a country in Asia that is home to 5,223,000 people. It is also home to 4 living indigenous languages. In addition, 4 living non-indigenous languages are established within the country. One of these, Standard Arabic, is the official language of the country.",PS,6020,1988,Asia,"dict_keys(['Levantine_Arabic', 'Levantine_Bedawi_Spoken_Arabic', 'Samaritan_Aramaic', 'Samaritan_Hebrew'])",4,"['Institutional', '0', 'Stable', '2', 'Endangered', '2', 'Extinct', '0']",dict_keys(['Afro-Asiatic'])
Panama,"Panama is a country in the Americas that is home to 4,315,000 people. It is also home to 8 living indigenous languages. It was also home to 1 indigeneous language that is now extinct. In addition, 7 living non-indigenous languages are established within the country. One of these, Spanish, is the official language of the country.",PA,74340,1945,North America,"dict_keys(['Border_Kuna', 'Buglere', 'Emberá-Catío', 'Ngäbere', 'Northern_Emberá', 'Panamanian_Sign_Language', 'San_Blas_Kuna', 'San_Miguel_French_Creole', 'Teribe'])",9,"['Institutional', '0', 'Stable', '6', 'Endangered', '2', 'Extinct', '1']","dict_keys(['Chibchan', 'Chocoan', 'Creole', 'Sign language'])"
